name,nationality,sport
Marty Nothstein,United States,American racing cyclist
Masahiro Nojima,Saitama Prefecture,Olympic baseball player
Mathias Franzén,NULL,Handball player
Nelleke Penninx,NULL,Rower
Nicole Livingstone,{Victoria (Australia)|Melbourne},Swimmer
Norge Luis Vera,NULL,Baseball player
Noriko Mizoguchi,NULL,Judoka
Huang Wen-Po,NULL,Baseball player
Ilya Savelev,NULL,Volleyball player
Chris Therien,Canada,Ice hockey player
Sammie Henson,NULL,Olympic wrestler
Cammi Granato,United States,Ice hockey player
Carlos Espínola,Argentina,Argentine sailor and windsurfer
Carlos Gamarra,Paraguay,footballer
Cath Bishop,United Kingdom,Rower
Chandra Sturrup,NULL,Athletics (sport) competitor
Wayne Ferreira,South Africa,South African tennis player
Wei Haiying,NULL,Association football player
Whitney Hedgepeth,Charlottesville Virginia,All-American college swimmer international swimmer Olympic gold medalist
Colin von Ettingshausen,Düsseldorf,Rower
Constanţa Burcică,NULL,Rower
Cornelia Pfohl,Germany,Archer
Craig MacLean,{Grantown-on-Spey|Scotland at the 2002 Commonwealth Games},Olympic track cyclist
Damiano Pippi,NULL,Volleyball player
Damon Diletti,NULL,Field hockey player
Jorgelina Rimoldi,NULL,Field hockey player
José Cardozo,Paraguay,footballer
José Contreras,Cuba,Baseball player
Karina Masotta,NULL,Field hockey player
Katrin Kauschke,Germany,Field hockey player
Kent Manderville,Canada,Canadian ice hockey player
Kim Soo-Nyung,NULL,Archer
Ådne Søndrål,Norway,Norwegian speed skater
Iztok Čop,NULL,Rower
Elvis Stojko,Newmarket Ontario,figure skater
Erin Woodley,NULL,Canadian synchronised swimmer
Thomas Alsgaard,{Flateby|Lørenskog},Cross-country skier
Tiffeny Milbrett,United States,American soccer player
Luigi Tarantino,NULL,Fencer
Ma Ying,NULL,Softball player
Macha van der Vaart,NULL,Field hockey player
Makan Dioumassi,France,Basketball player
Greg Burgess,Baltimore,All-American college swimmer Olympic silver medalist U.S. Marine Corps officer
Gustavo Borges,{Ribeirão Preto|São Paulo},Swimmer
Wilson Kipketer,Kenya,Kenyan and Danish middle distance runner
Wojciech Kowalczyk,Poland,Polish footballer
Yang Wenyi,NULL,Chinese swimmer
Yann Bonato,France,Basketball player
Yasuyuki Saigo,Tokyo,Olympic baseball player
Yobal Dueñas,NULL,Baseball player
Yukimasa Nakamura,NULL,Judoka
Yumiko Fujii,NULL,Softball player
Zhang Xiangsen,NULL,Chinese weightlifter
Zhang Yanmei,NULL,Chinese speed skater
Zhao Lihong,NULL,Chinese footballer
Zhuang Yong,NULL,Chinese swimmer
Frode Estil,Norway,Cross-country skier
Galina Koukleva,NULL,Russian biathlete
Dimitra Asilian,NULL,Water polo player
Rodion Luka,NULL,Sailor
Rodolfo Falcón,Havana,Swimmer
Rossano Galtarossa,NULL,Italian sculler Olympic gold 2000 quad sculls
Ruth Ogbeifo,NULL,Weightlifter
Sébastien Amiez,NULL,Alpine skier
Mia Hamm,{United States women's national soccer team|Selma Alabama},American soccer player
Mike Dunham,Johnson City New York,American ice hockey goaltender
Milton Wynants,Uruguay,Uruguayan racing cyclist
Miriam Oremans,Berlicum,Dutch tennis player
Tontcho Tontchev,Bulgaria,Boxer
Trevor Kidd,Canada,Ice hockey player
Trisha Fallon,NULL,Basketball player
Tully Bevilaqua,Australia,Basketball player
Ulrich Viefers,Germany,Olympic rower
Urbia Melendez,NULL,Taekwondo practitioner
Shane Kelly,Australia,Track bicycle racer
Shelley Looney,United States,Ice hockey player
Shiori Koseki,NULL,Olympic softball player
Stéphane Risacher,NULL,Basketball player
Stanislav Lopukhov,Russia,Swimmer
Steffi Nerius,NULL,German javelin thrower
Stephan Vuckovic,NULL,Triathlete
He Liping,NULL,Softball player
Hendrawan,Indonesia,Badminton player
Kjersti Plätzer,Os Hordaland,Olympian race walker
Léon van Bon,Netherlands,Racing cyclist
Larisa Kruglova,NULL,Athletics (sport) competitor
Marc Weber,NULL,Rower
Margit Pörtner,NULL,Curler
Maria Maunder,NULL,Rower
Marianne Limpert,Matagami,Swimmer
Mark Richardson,Slough,British athlete
Jaouad Gharib,NULL,Athletics (sport) competitor
Jari Lipponen,NULL,Archer
Eduardo Paret,NULL,Baseball player
Ekaterina Karsten,NULL,Rower
John Godina,NULL,Athletics (sport) competitor
Josh Davis,San Antonio,American swimmer Olympic gold medalist
Julie Ertel,NULL,Water polo player
Karen Clark,NULL,Synchronized swimmer
Aurelia Dobre,Romania,Gymnast
Bang Soo-hyun,South Korea,female South Korean badminton player
Anke Baier,NULL,Speed skater
Anna van der Kamp,NULL,Rower
Anthony Edwards,NULL,Rower
Armen Bagdasarov,{Uzbek Soviet Socialist Republic|Tashkent},Judoka
Oh Kyo-Moon,NULL,Archer
Olena Petrova,NULL,Belarusian biathlete
Olga Nikolaeva,NULL,Volleyball player
Ratko Štritof,NULL,Water polo player
Peter Sendel,NULL,German biathlete
Petteri Nummelin,Finland,Finish ice hockey player
Pieta van Dishoeck,NULL,Rower
Piotr Świerczewski,Poland,Professional footballer
Aleksey Medvedev,Belarus,Olympic wrestler
Alexei Zhitnik,Soviet Union,Russian ice hockey player
Richard Chelimo,Kenya,Olympic long-distance runner
Rita Deli,Hungary,Hungarian handball player and coach
Sue Merz,United States,Ice hockey player
Summer Sanders,Roseville California,American swimmer Olympic gold medalist actress television reporter
Susanne Müller,NULL,Field hockey player
Takayuki Takabayashi,Japan,Olympic baseball player
Takeo Kawamura,Japan,Baseball player
Tanya Frei,NULL,Curler
Tanya Harding,NULL,Softball player
Tao Hua,NULL,Softball player
Evgeni Mitkov,NULL,Volleyball player
Daniela Hunger,{East Berlin|East Germany},Swimmer
Danny McFarlane,Jamaica,Athletics (sport) competitor
Darcie Dohnal,NULL,Short-track speed skater
Darius Kasparaitis,Soviet Union,Ice hockey player
Gianmarco Pozzecco,Italy,Basketball player
Gina Miles,United States,Equestrian
Giorgio Di Centa,{Tolmezzo|Province of Udine},Italian cross-country skier
Missy Schwen-Ryan,Bloomington Indiana,Olympic medalists in rowing
Moustapha Sonko,NULL,Basketball player
Nadia Röthlisberger-Raspe,NULL,Curler
Natalya Sadova,Russia,Russian discus thrower
Bente Skari,Norway,Cross-country skier
Bertrand Vecten,NULL,Rower
Boris Mironov,Soviet Union,Ice hockey player
Brett Hayman,NULL,Rower
Viorel Talapan,NULL,Rower
Vladimir Dubrovshchik,NULL,Belarusian discus thrower
Jeff Williams,Australia,Baseball player
Allison Tranquilli,NULL,Basketball player
Anabel Gambero,NULL,Field hockey player
Anastasia Kelesidou,NULL,Athletics (sport) competitor
Andraž Vehovar,Ljubljana,Canoe racer
Andreas Dittmer,Germany,Olympic gold medalist canoeist
Andreas Schlütter,NULL,Cross-country skier
Leobaldo Pereira,NULL,Canoe racer
Li Qing,{Hubei|Yingcheng},Diver
Lianne Nelson,{Houston|Texas},Olympic medalists in rowing
Liu Yaju,NULL,Softball player
Lori Dupuis,Canada,Ice hockey player
Fan Yunjie,NULL,Association footballer
Frédéric Blackburn,NULL,Short-track speed skater
Nick Porzig,NULL,Rower
Nicolas Gill,{Montreal|Quebec},Judoka
Nikolai Maksimov,Moscow,Water polo player
Nikolay Kozlov,NULL,Water polo player
Norbert Rózsa,{Tolna County|Dombóvár},Swimmer
Norberto Téllez,NULL,Athletics (sport) competitor
Noriaki Kasai,Japan,Japanese ski jumper
Noriko Narazaki,NULL,Judoka
Hermann Maier,{Altenmarkt im Pongau|Salzburg (state)|Altenmarkt},Austrian Alpine skier
Huang Huadong,NULL,Olympic gymnast
Igor Shulepov,NULL,Volleyball player
Ilya Markov,NULL,Athletics (sport) competitor
Inessa Korkmaz,Soviet Union,Volleyball player
Cheng Hui,NULL,Field hockey player
Cho Eun-Hee,NULL,Handball player
Chris Bailey,United States,American ice hockey player
Christine Boudrias,NULL,Short-track speed skater
Chun Wei Cheung,NULL,Rower
Clara Hughes,{Manitoba|Winnipeg},Speed skater
Claudiu Marin,NULL,Rower
Samantha Riley,Brisbane,Swimmer
Ageeth Boomgaardt,NULL,Field hockey player
Cameron Baerg,NULL,Rower
Carlo Mornati,Lecco,Rower
Catherine Ndereba,Kenya,Kenyan marathon runner and Olympic medalist
Charity Opara,Nigeria,Nigerian sprinter
Wei Qiang,NULL,Softball player
Clint Robinson,NULL,Canoe racer
Conchita Martínez,Spain,Tennis player
Corey Hirsch,Canada,Ice hockey player
Cristian Zorzi,NULL,Italian cross country skier
Daima Beltrán,NULL,Judoka
Dan Burincă,Sibiu,Gymnast
Keith Tkachuk,United States,American ice hockey player
Édson Ribeiro,NULL,Athletics (sport) competitor
Željko Rebrača,{Socialist Federal Republic of Yugoslavia|Prigrevica|Socialist Republic of Serbia},Basketball player
Irina Lashko,NULL,Diver
Irina Lobacheva,NULL,Russian ice dancer
Eric Lindros,Canada,retired professional ice hockey player who played 13 seasons in the National Hockey League
Erick Wainaina,NULL,Kenyan athlete
Luis Miguel Rodríguez,NULL,Baseball player
Lyubov Bruletova,Soviet Union,Judoka
Márcio Araújo,Brazil,Volleyball player
Magdalena Aicega,Argentina,Olympic field hockey player
Guðjón Valur Sigurðsson,Iceland,Handball player
Gunn Margit Andreassen,NULL,Norwegian biathlete
Gustavo Adrián López,{Argentina national football team|Valentín Alsina Buenos Aires},Argentine footballer
Wilson Boit Kipketer,NULL,Athletics (sport) competitor
Wolfram Huhn,Germany,Olympic rower
Yelizaveta Kozhevnikova,Russia,Freestyle skier
Yoel García,NULL,Athletics (sport) competitor
Yordan Yovchev,Plovdiv,Bulgarian artistic gymnast
Yoshitomo Tani,NULL,Baseball player
Yu Hongqi,NULL,Chinese footballer
Fredrik Norrena,Finland,Ice hockey player
Frode Andresen,Netherlands,Norwegian biathlete
Gábor Totola,Hungary,Fencer
Gabriel Esparza,NULL,Taekwondo practitioner
Gabriela Potorac,Romania,Former artistic gymnast
Gavin Hassett,NULL,Rower
Gella Vandecaveye,Belgium,judoka
Paul Ratcliffe,City of Salford,Canoe racer
Pedro Luis Lazo,NULL,Baseball player
Petar Trbojević,Serbia,Water polo player
Dong Jiong,NULL,Badminton player
Dong Zhaozhi,China,Fencer
Rumyana Neykova,NULL,Rower
Michał Staniszewski,Opoczno,Polish canoeist
Michaela Dorfmeister,Vienna,Austrian Alpine skier
Michele Mian,Italy,Italian basketball player
Michelle Brogan,NULL,Basketball player
Mirko Vuillermin,NULL,Short track speed skater
Miroslav Berić,Serbia,Serbian basketball player
Tomasz Sikora,Poland,Polish biathlete
Tracey Mosley,NULL,Softball player
Shane Rose,NULL,Equestrian
Shelda Bede,Brazil,Volleyball player
Simon Hiscocks,{Dorking|Surrey},Professional Sailor
Stefan Kretzschmar,{East Germany|Leipzig},Handball player
Stephanie Graf,Klagenfurt,Austrian middle distance runner
Hans Peter Minderhoud,NULL,Equestrian
Heidi Tjugum,NULL,Handball player
Heike Lätzsch,Germany,Field hockey player
Kristie Boogert,Netherlands,Dutch tennis player
Krzysztof Kołomański,Opoczno,Polish canoeist
Laurent Foirest,France,Basketball player
Laurent Sciarra,France,Basketball player
Manny Legace,Canada,Canadian ice hockey goaltender
María Paz Ferrari,NULL,Field hockey player
Marat Zakirov,NULL,Russian water polo player
Marcelo Delgado,Argentina,Argentine footballer
Marco Meoni,NULL,Volleyball player
Mark Zabel,NULL,German canoeist
Marko Yli-Hannuksela,NULL,Finnish sport wrestler
Marten Eikelboom,NULL,Field hockey player
Jamie Baulch,England,Welsh 400m runner
Jarosław Rodzewicz,Gdynia,Fencer
Javier Arnau,NULL,Field hockey player
Javier Zanetti,{Argentina national football team|Buenos Aires},Argentine footballer
Driulis González,NULL,Cuban judoka
Edvinas Krungolcas,NULL,Lithuanian modern pentathlete
Eftychia Karagianni,NULL,Water polo player
Egil Gjelland,NULL,Norwegian biathlete
Johan Petersson,NULL,Handball player
Josh Lakatos,NULL,Sport shooter
Jude Monye,NULL,Nigerian sprinter
Ato Boldon,Trinidad,Trinidadian Olympic sprinter and politician
Beáta Siti,Hungary,Hungarian handball player
Beat Seitz,NULL,Bobsledder
Anjelika Krylova,Moscow,Russian ice dancer
Anna Carin Zidek,Sweden,Swedish biathlete
Antti Laaksonen,Finland,Professional hockey player
Armen Mkrtchyan,Armenia,Olympic wrestler
Pablo Paz,Argentina,Argentine footballer
Pascal Touron,Arcachon,Rower
Revaz Tchomakhidze,NULL,Water polo player
Aleksandr Yeryshov,Tuapse,Russian waterpolo player
Alexander Vinokourov,Soviet Union,Road bicycle racer
Alexandra Meissnitzer,Austria,Alpine skier
Alexei Yashin,Soviet Union,Russian ice hockey player
Richard Egington,{Cheshire|Warrington},British rower
Rob Hayles,England,English racing cyclist
Robert Scheidt,{São Paulo|São Paulo (state)},Sailor
Roberto Ayala,Argentina,Argentine footballer
Stuart O'Grady,Australia,Road bicycle racer
Sun Wen,China,Association football player
Sun Yue,NULL,Volleyball player
Susie O'Neill,Australia,Australian swimmer
Svetlana Boginskaya,Belarus,Belarusian gymnast
Tatyana Gracheva,NULL,Volleyball player
Daniel Stephan,NULL,Handball player
Darren Campbell,England,British sprinter
Dejan Bodiroga,{Socialist Federal Republic of Yugoslavia|Zrenjanin|Socialist Republic of Serbia|Klek},Basketball player
Dejan Tomašević,{Socialist Federal Republic of Yugoslavia|Belgrade|Socialist Republic of Serbia},Serbian basketball player
Gianni Romme,Netherlands,Speed skater
Gillian Lindsay,Paisley,Scottish rower
Natalia Vía Dufresne,NULL,Sailor
Natallia Sazanovich,NULL,Athletics (sport) competitor
Natalya Morozova,Yekaterinburg,Volleyball player
Bill Schuffenhauer,Salt Lake City,Bobsledder
Bojana Radulović,{Socialist Federal Republic of Yugoslavia|Subotica},Hungarian handball player
Brendan Kingman,NULL,Baseball player
Brian Rafalski,United States,American ice hockey player
Brian Rolston,United States,American ice hockey player
Britta Becker,NULL,Field hockey player
Cédric Séguin,France,Fencer
Vanina Oneto,NULL,Field hockey player
Viktor Mitrou,Albania,Olympic weightlifter
Ville Peltonen,Finland,Finnish ice hockey player
Virginia Ruano Pascual,Madrid,Tennis player
Vladimir Vujasinović,Croatia,Water polo player
Wang Haibin,China,Fencer
Wang Junxia,China,Chinese long distance runner
Wang Liping,NULL,Association footballer
Wang Manli,NULL,Speed skater
Wang Xiaozhu,NULL,Chinese archer
Jenny Thompson,{Danvers Massachusetts|Massachusetts},American swimmer Olympic gold medalist
Jenny Whittle,{Gold Coast Queensland|Queensland},Basketball player
Jere Lehtinen,Finland,Ice hockey player
Jeroen Delmee,Netherlands,Dutch field hockey player
Jiang Yonghua,China,Chinese racing cyclist
Joël Chenal,NULL,French Alpine skier
André Lange,{Thuringia|Ilmenau},Bobsledder
Leonardo Pettinari,NULL,Rower
Li Dashuang,{Hubei|Xiantao},Gymnast
Li Xiaoshuang,China,Gymnast
Lidia Trettel,NULL,Italian snowboarder 2002 Olympic bronze Giant Slalom
Ljubomir Vranjes,NULL,Handball player
Lorraine Fenton,NULL,Athletics (sport) competitor
Fernando Platas,Mexico,Diver
Fiona Smith-Bell,NULL,Canadian ice hockey player
Martijntje Quik,NULL,Rower
Martina Ertl-Renz,NULL,Alpine skier
Matías Almeyda,Argentina,Argentine football player/manager
Maurizio Carnino,NULL,Short-track speed skater
Merlene Frazer,NULL,Athletics (sport) competitor
Nicola Vizzoni,Italy,athletics competitor
Nikola Radulović,{Socialist Federal Republic of Yugoslavia|Socialist Republic of Croatia|Zagreb},Croatian-Italian basketball player
Nikolay Kuznetsov,Soviet Union,Russian racing cyclist
Nobuhiko Matsunaka,Japan,Baseball player
Hugues Obry,France,Fencer
Ilia Averbukh,NULL,Russian ice dancer
Inge de Bruijn,Barendrecht,Swimmer
Chris Newton,England,English racing cyclist
Christian Bassedas,Argentina,Argentine footballer
Christian Ramota,NULL,Handball player
Cláudio Roberto Souza,NULL,Athletics (sport) competitor
Clarinda Sinnige,NULL,Field hockey player
Claudia Bokel,Netherlands,Fencer
Clement Chukwu,Nigeria,Nigerian sprinter
Samuele Papi,NULL,Volleyball player
Sandra Azón,NULL,Sailor
Adrian Aucoin,Canada,Ice hockey player
Carlos Bossio,Córdoba Argentina,Argentine footballer
Cassie Campbell,{Ontario|Richmond Hill Ontario},ice hockey player
Catherine Scott,NULL,Athletics (sport) competitor
Cathy Freeman,Mackay Queensland,Australian sprinter
Daniel Ballart,NULL,Water polo player
Jong Yeu-Jeng,NULL,Baseball player
Kateřina Neumannová,Czechoslovakia,Czech cross-country skier and racing cyclist
Kate Howey,NULL,Judoka
Katrin Apel,NULL,German biathlete
Katsuhiko Nagata,NULL,Olympic wrestler
Kieren Perkins,Australia,Swimmer
Kim Yoon-man,NULL,Speed skater
Ágnes Farkas,Hungary,Hungarian handball player
Ólafur Stefánsson,Iceland,Handball player
Iwan Thomas,NULL,Welsh 400m runner
Tim Harden,NULL,Athletics (sport) competitor
Tim Henman,England,British tennis player
Tim Thomas,United States,American ice hockey goaltender
Todd Warriner,Canada,Canadian ice hockey player
Maki Tabata,NULL,Speed skater
Makoto Imaoka,Japan,Baseball player
Gunnar Bahr,NULL,Sailor
Hanka Kupfernagel,{East Germany|Gera},German racing cyclist
Xiong Ni,NULL,Chinese sport diver
Yelena Miroshina,NULL,Diver
Yoo Yong-sung,NULL,male badminton player from South Korea
Yovany Aragon,NULL,Baseball player
Géza Imre,Hungary,Hungarian Olympic Fencer
Gabi Müller,NULL,Canoe racer
Gary Hall Jr.,Cincinnati,American swimmer Olympic gold medalist former world record-holder
Geidar Mamedaliyev,NULL,Olympic wrestler
Paul Kariya,Canada,Ice hockey player
Paul Manning,England,English racing cyclist
Paul Palmer,{Lincoln England|Lincolnshire},Swimmer
Denis Pankratov,Volgograd,Swimmer
Didier Cuche,Le Pâquier Neuchâtel,Alpine skier
Dmitri Sautin,Voronezh,Diver
Roman Šebrle,NULL,Athletics (sport) competitor
Roman Yegorov,Russia,Russian admiral
Mijntje Donners,NULL,Field hockey player
Toni Tauler,Spain,Racing cyclist
Tor Arne Hetland,NULL,Cross-country skier
Tri Kusharjanto,Indonesia,Badminton player
Tricia Dunn-Luoma,United States,Ice hockey player
Valentina Vezzali,Italy,Fencer
Valeri Bure,Soviet Union,Ice hockey player
Valeri Goryushev,NULL,Volleyball player
Sergei Garbuzov,NULL,Water polo player
Sergei Gonchar,Soviet Union,Ice hockey defenceman
Sergei Krivokrasov,Soviet Union,Ice hockey player
Sergey Sharikov,Russia,Fencer
Shannon MacMillan,United States women's national soccer team,Soccer player
Simon Aspelin,Sweden,Swedish tennis player
Siniša Skelin,NULL,Rower
Stavroula Kozompoli,NULL,Water polo player
Henning Fritz,NULL,Handball player
Henrietta Ónodi,Békéscsaba,Artistic gymnast
Koichi Misawa,Japan,Olympic baseball player
Kristine Duvholt Havnås,NULL,Handball player
Krisztina Egerszegi,Budapest,Swimmer
Larbi Benboudaoud,NULL,Judoka
Lars Frölander,Sweden,Swimmer
